duree,union,age_actuel,milieu,instruction,region,religion,richesse
19.0,1,24,Rural,Aucun,Littoral,Musulman,Tres_pauvre
13.0,1,23,Rural,Aucun,Littoral,Musulman,Pauvre
18.0,1,27,Rural,Aucun,Littoral,Musulman,Tres_pauvre
19.0,1,20,Rural,Aucun,Littoral,Musulman,Tres_pauvre
16.0,1,32,Rural,Aucun,Littoral,Musulman,Tres_pauvre
16.0,1,38,Rural,Aucun,Littoral,Musulman,Tres_pauvre
13.0,1,46,Rural,Aucun,Littoral,Musulman,Tres_pauvre
13.0,1,30,Rural,Aucun,Littoral,Musulman,Tres_pauvre
13.0,1,16,Rural,Primaire,Littoral,Musulman,Pauvre
16.0,1,31,Rural,Aucun,Littoral,Musulman,Tres_pauvre
14.0,1,32,Rural,Aucun,Littoral,Musulman,Pauvre
17.0,1,18,Rural,Aucun,Littoral,Musulman,Tres_pauvre
16.0,1,42,Rural,Aucun,Littoral,Musulman,Riche
16.0,1,30,Rural,Aucun,Littoral,Musulman,Riche
15.0,0,15,Rural,Aucun,Littoral,Musulman,Riche
19.0,1,35,Rural,Primaire,Sud_Ouest,Protestant,Riche
12.0,1,29,Rural,Primaire,Sud_Ouest,Musulman,Moyen
23.0,1,40,Rural,Secondaire,Sud_Ouest,Catholique,Tres_riche
27.0,0,27,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Moyen
21.0,1,29,Rural,Primaire,Sud_Ouest,Catholique,Moyen
18.0,1,19,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
14.0,1,35,Rural,Secondaire,Sud_Ouest,Protestant,Riche
22.0,0,22,Rural,Secondaire,Sud_Ouest,Protestant,Riche
20.0,1,33,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Riche
10.0,1,23,Rural,Primaire,Sud_Ouest,Catholique,Pauvre
27.0,1,38,Rural,Secondaire,Sud_Ouest,Catholique,Riche
25.0,0,25,Rural,Superieur,Sud_Ouest,Catholique,Riche
21.0,1,24,Rural,Secondaire,Sud_Ouest,Catholique,Riche
22.0,1,27,Rural,Superieur,Sud_Ouest,Protestant,Riche
14.0,1,35,Rural,Primaire,Sud_Ouest,Protestant,Riche
21.0,1,25,Rural,Secondaire,Sud_Ouest,Catholique,Moyen
11.0,1,40,Rural,Primaire,Sud_Ouest,Catholique,Riche
22.0,1,25,Rural,Primaire,Sud_Ouest,Catholique,Riche
29.0,1,32,Rural,Secondaire,Sud_Ouest,Catholique,Riche
18.0,1,22,Rural,Secondaire,Sud_Ouest,Protestant,Moyen
16.0,1,19,Rural,Secondaire,Sud_Ouest,Autre_Chretien,Moyen
26.0,1,35,Rural,Secondaire,Sud_Ouest,Protestant,Riche
18.0,1,30,Rural,Secondaire,Sud_Ouest,Protestant,Riche
23.0,1,34,Rural,Secondaire,Sud_Ouest,Catholique,Riche
23.0,1,44,Rural,Primaire,Sud_Ouest,Protestant,Riche
23.0,1,26,Rural,Aucun,Sud_Ouest,Catholique,Moyen
25.0,1,30,Urbain,Secondaire,Ouest,Catholique,Tres_riche
28.0,0,28,Urbain,Superieur,Ouest,Protestant,Tres_riche
33.5,0,34,Urbain,Primaire,Ouest,Protestant,Riche
16.0,0,16,Urbain,Secondaire,Ouest,Protestant,Riche
24.0,0,24,Urbain,Secondaire,Ouest,Autre_Chretien,Tres_riche
17.0,0,17,Urbain,Secondaire,Ouest,Autre_Chretien,Tres_riche
16.0,0,16,Urbain,Secondaire,Ouest,Autre_Chretien,Tres_riche
24.0,1,25,Urbain,Superieur,Ouest,Protestant,Riche
22.0,1,39,Urbain,Superieur,Ouest,Catholique,Tres_riche
23.0,1,38,Urbain,Secondaire,Ouest,Catholique,Tres_riche
29.0,0,29,Urbain,Superieur,Ouest,Catholique,Tres_riche
19.0,0,19,Urbain,Secondaire,Ouest,Catholique,Tres_riche
17.0,1,47,Urbain,Superieur,Ouest,Protestant,Riche
15.0,0,15,Urbain,Secondaire,Ouest,Protestant,Riche
18.0,1,25,Urbain,Secondaire,Ouest,Catholique,Tres_riche
26.0,1,30,Urbain,Primaire,Ouest,Protestant,Moyen
31.0,0,31,Urbain,Secondaire,Ouest,Protestant,Riche
18.0,1,49,Urbain,Primaire,Ouest,Catholique,Riche
29.0,0,29,Urbain,Superieur,Ouest,Catholique,Riche
24.0,0,24,Urbain,Superieur,Ouest,Catholique,Riche
31.0,1,40,Urbain,Primaire,Ouest,Catholique,Tres_riche
25.0,1,36,Urbain,Secondaire,Centre,Protestant,Riche
17.0,0,17,Urbain,Secondaire,Centre,Protestant,Riche
15.0,0,15,Urbain,Secondaire,Centre,Protestant,Riche
20.0,1,21,Urbain,Secondaire,Centre,Protestant,Riche
22.0,1,48,Urbain,Secondaire,Centre,Protestant,Pauvre
24.0,0,24,Urbain,Primaire,Centre,Protestant,Pauvre
27.0,1,29,Urbain,Secondaire,Centre,Protestant,Riche
19.0,0,19,Urbain,Secondaire,Centre,Protestant,Riche
19.0,0,19,Urbain,Secondaire,Centre,Protestant,Moyen
27.0,1,34,Urbain,Superieur,Centre,Protestant,Tres_riche
21.0,1,28,Urbain,Primaire,Centre,Catholique,Tres_riche
25.0,1,32,Urbain,Primaire,Centre,Catholique,Moyen
23.0,0,23,Urbain,Secondaire,Centre,Protestant,Moyen
25.0,0,25,Urbain,Secondaire,Centre,Protestant,Moyen
33.0,1,49,Urbain,Secondaire,Centre,Protestant,Moyen
17.0,1,35,Urbain,Aucun,Centre,Musulman,Riche
16.0,0,16,Urbain,Secondaire,Centre,Musulman,Riche
19.0,1,28,Urbain,Primaire,Centre,Catholique,Riche
28.0,1,38,Urbain,Secondaire,Centre,Protestant,Tres_riche
15.0,0,15,Urbain,Primaire,Centre,Catholique,Tres_riche
15.0,0,15,Urbain,Primaire,Centre,Protestant,Tres_riche
18.0,1,32,Urbain,Primaire,Centre,Autre_Chretien,Moyen
17.0,1,21,Urbain,Secondaire,Centre,Protestant,Riche
24.0,1,27,Urbain,Primaire,Centre,Protestant,Riche
18.0,1,36,Urbain,Primaire,Centre,Protestant,Tres_riche
23.0,0,23,Urbain,Secondaire,Centre,Catholique,Riche
23.0,0,23,Urbain,Primaire,Centre,Catholique,Moyen
16.0,1,27,Urbain,Secondaire,Centre,Catholique,Moyen
17.0,1,33,Urbain,Superieur,Centre,Protestant,Riche
27.0,1,35,Urbain,Secondaire,Centre,Protestant,Moyen
21.0,0,21,Urbain,Secondaire,Centre,Catholique,Moyen
14.0,1,21,Rural,Secondaire,Ouest,Musulman,Tres_pauvre
16.0,1,24,Rural,Primaire,Ouest,Protestant,Pauvre
16.0,1,18,Rural,Primaire,Ouest,Musulman,Pauvre
15.0,1,24,Rural,Primaire,Ouest,Catholique,Pauvre
22.0,0,22,Rural,Primaire,Ouest,Catholique,Pauvre
12.0,1,42,Rural,Primaire,Ouest,Protestant,Tres_pauvre
33.0,1,41,Rural,Primaire,Ouest,Protestant,Pauvre
20.0,1,37,Rural,Aucun,Ouest,Protestant,Pauvre
19.0,1,38,Rural,Primaire,Ouest,Musulman,Tres_pauvre
15.0,1,47,Rural,Primaire,Ouest,Protestant,Pauvre
11.0,1,26,Rural,Primaire,Ouest,Musulman,Moyen
14.0,1,34,Rural,Primaire,Ouest,Protestant,Pauvre
21.0,1,29,Rural,Secondaire,Ouest,Catholique,Tres_pauvre
27.0,1,28,Urbain,Superieur,Est,Catholique,Tres_riche
18.0,1,40,Urbain,Secondaire,Est,Catholique,Tres_riche
27.0,1,27,Urbain,Secondaire,Est,Catholique,Tres_riche
16.0,1,32,Urbain,Secondaire,Est,Catholique,Moyen
19.0,1,34,Urbain,Secondaire,Est,Catholique,Tres_riche
19.0,1,44,Urbain,Secondaire,Est,Catholique,Tres_riche
19.0,1,31,Urbain,Secondaire,Est,Protestant,Tres_riche
19.0,1,30,Urbain,Secondaire,Est,Catholique,Riche
21.0,1,25,Urbain,Secondaire,Est,Catholique,Tres_riche
27.0,1,31,Urbain,Superieur,Est,Autre_Chretien,Tres_riche
30.0,0,30,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
26.0,0,26,Urbain,Superieur,Est,Autre_Chretien,Tres_riche
22.0,0,22,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
16.0,0,16,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
30.0,0,30,Urbain,Secondaire,Est,Autre_Chretien,Riche
21.0,1,25,Urbain,Secondaire,Est,Protestant,Tres_riche
32.0,1,33,Urbain,Superieur,Est,Catholique,Riche
27.0,1,32,Urbain,Superieur,Est,Autre_Chretien,Tres_riche
30.0,0,30,Urbain,Superieur,Est,Catholique,Tres_riche
22.0,1,27,Urbain,Primaire,Est,Catholique,Tres_riche
27.0,1,28,Urbain,Secondaire,Est,Protestant,Tres_riche
15.0,1,33,Urbain,Secondaire,Est,Catholique,Tres_riche
25.0,1,26,Urbain,Superieur,Est,Catholique,Tres_riche
23.0,1,46,Urbain,Secondaire,Est,Protestant,Tres_riche
21.0,0,21,Urbain,Superieur,Est,Protestant,Tres_riche
26.0,1,35,Urbain,Secondaire,Est,Protestant,Tres_riche
24.0,1,34,Urbain,Secondaire,Ouest,Catholique,Tres_riche
22.0,0,22,Urbain,Secondaire,Ouest,Protestant,Moyen
23.0,1,25,Urbain,Secondaire,Ouest,Catholique,Riche
19.0,1,22,Urbain,Secondaire,Ouest,Protestant,Riche
31.0,1,37,Urbain,Superieur,Ouest,Protestant,Tres_riche
17.0,1,48,Urbain,Secondaire,Ouest,Autre_Chretien,Tres_riche
24.0,1,27,Urbain,Superieur,Ouest,Autre_Chretien,Tres_riche
24.0,1,27,Urbain,Secondaire,Ouest,Catholique,Riche
13.0,1,33,Urbain,Aucun,Ouest,Protestant,Riche
22.0,1,41,Urbain,Secondaire,Ouest,Autre_Chretien,Tres_riche
22.0,0,22,Urbain,Superieur,Ouest,Autre_Chretien,Tres_riche
26.0,0,26,Urbain,Secondaire,Ouest,Protestant,Tres_riche
22.0,1,33,Urbain,Aucun,Ouest,Protestant,Tres_riche
20.0,0,20,Urbain,Secondaire,Ouest,Protestant,Tres_riche
33.5,0,38,Urbain,Primaire,Ouest,Protestant,Tres_riche
22.0,1,23,Urbain,Secondaire,Ouest,Protestant,Riche
33.5,0,36,Urbain,Superieur,Ouest,Protestant,Riche
20.0,1,30,Urbain,Secondaire,Ouest,Musulman,Riche
17.0,0,17,Urbain,Secondaire,Ouest,Musulman,Riche
28.0,0,28,Urbain,Secondaire,Ouest,Autre_Chretien,Riche
16.0,1,26,Urbain,Primaire,Ouest,Protestant,Moyen
16.0,1,32,Urbain,Primaire,Sud,Musulman,Riche
21.0,1,29,Urbain,Secondaire,Sud,Animiste,Moyen
20.0,1,30,Urbain,Primaire,Sud,Protestant,Moyen
14.0,1,44,Urbain,Primaire,Sud,Musulman,Moyen
18.0,1,30,Urbain,Primaire,Sud,Musulman,Moyen
15.0,1,18,Urbain,Secondaire,Sud,Musulman,Moyen
16.0,1,17,Urbain,Secondaire,Sud,Musulman,Tres_riche
19.0,0,19,Urbain,Secondaire,Sud,Musulman,Tres_riche
16.0,1,29,Urbain,Primaire,Sud,Musulman,Moyen
16.0,1,20,Urbain,Primaire,Sud,Musulman,Moyen
16.0,0,16,Urbain,Secondaire,Sud,Musulman,Moyen
16.0,1,16,Urbain,Secondaire,Sud,Musulman,Moyen
14.0,1,39,Urbain,Primaire,Sud,Protestant,Tres_riche
19.0,1,47,Urbain,Secondaire,Sud,Musulman,Riche
16.0,1,22,Urbain,Secondaire,Sud,Musulman,Riche
19.0,1,45,Urbain,Primaire,Sud,Musulman,Riche
18.0,1,23,Urbain,Secondaire,Sud,Musulman,Riche
15.0,1,15,Urbain,Primaire,Sud,Musulman,Riche
18.0,1,28,Urbain,Primaire,Sud,Musulman,Moyen
14.0,1,36,Urbain,Primaire,Sud,Musulman,Riche
20.0,1,39,Urbain,Secondaire,Sud,Musulman,Riche
16.0,1,17,Urbain,Secondaire,Sud,Musulman,Riche
24.0,1,25,Urbain,Secondaire,Sud,Musulman,Riche
18.0,0,18,Urbain,Secondaire,Sud,Musulman,Riche
15.0,1,20,Urbain,Secondaire,Sud,Musulman,Riche
18.0,0,18,Urbain,Primaire,Sud,Musulman,Riche
22.0,1,27,Urbain,Secondaire,Sud,Musulman,Tres_riche
18.0,1,32,Urbain,Secondaire,Sud,Musulman,Tres_riche
21.0,1,34,Urbain,Primaire,Sud,Musulman,Riche
15.0,0,15,Urbain,Secondaire,Sud,Musulman,Riche
19.0,1,19,Urbain,Secondaire,Sud,Musulman,Riche
16.0,1,22,Urbain,Secondaire,Sud,Musulman,Moyen
26.0,1,27,Urbain,Secondaire,Sud,Musulman,Moyen
14.0,1,32,Urbain,Primaire,Sud,Musulman,Riche
19.0,1,43,Urbain,Primaire,Sud,Musulman,Moyen
19.0,0,19,Urbain,Secondaire,Sud,Musulman,Moyen
15.0,1,33,Urbain,Primaire,Sud,Musulman,Riche
20.0,1,41,Urbain,Primaire,Sud,Musulman,Moyen
16.0,1,20,Urbain,Secondaire,Sud,Musulman,Moyen
23.0,0,23,Urbain,Secondaire,Sud,Musulman,Moyen
22.0,1,23,Urbain,Primaire,Sud,Musulman,Riche
20.0,1,26,Urbain,Primaire,Sud,Musulman,Riche
16.0,1,27,Urbain,Primaire,Sud,Musulman,Riche
14.0,1,22,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
12.0,1,40,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
13.0,1,17,Rural,Aucun,Extreme_Nord,Catholique,Tres_pauvre
18.0,1,21,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
14.0,1,44,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
25.0,1,39,Rural,Aucun,Extreme_Nord,Autre_Chretien,Tres_pauvre
15.0,0,15,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
14.0,1,48,Rural,Aucun,Extreme_Nord,Protestant,Tres_pauvre
13.0,1,42,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
17.0,1,20,Rural,Secondaire,Extreme_Nord,Protestant,Tres_pauvre
16.0,1,27,Rural,Primaire,Extreme_Nord,Autre_Chretien,Tres_pauvre
14.0,1,27,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
19.0,1,32,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
29.0,1,46,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
16.0,0,16,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
15.0,1,27,Rural,Primaire,Extreme_Nord,Autre_Chretien,Pauvre
15.0,1,25,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
18.0,1,49,Rural,Aucun,Extreme_Nord,Autre_Chretien,Pauvre
23.0,1,30,Rural,Aucun,Extreme_Nord,Catholique,Pauvre
17.0,1,38,Rural,Primaire,Extreme_Nord,Catholique,Moyen
19.0,0,19,Rural,Aucun,Extreme_Nord,Catholique,Moyen
15.0,1,28,Rural,Primaire,Extreme_Nord,Autre_Chretien,Pauvre
14.0,1,24,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
17.0,0,17,Rural,Aucun,Extreme_Nord,Catholique,Pauvre
23.0,1,36,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
20.0,0,20,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
18.0,0,18,Rural,Aucun,Extreme_Nord,Protestant,Tres_pauvre
16.0,1,30,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
15.0,1,16,Rural,Aucun,Extreme_Nord,Catholique,Tres_pauvre
14.0,1,28,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
15.0,0,15,Rural,Primaire,Extreme_Nord,Catholique,Moyen
14.0,1,45,Rural,Aucun,Extreme_Nord,Catholique,Pauvre
15.0,1,17,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
19.0,0,19,Rural,Secondaire,Extreme_Nord,Catholique,Pauvre
14.0,1,34,Rural,Primaire,Extreme_Nord,Autre_Chretien,Pauvre
14.0,1,19,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
15.0,1,23,Rural,Primaire,Extreme_Nord,Catholique,Pauvre
16.0,1,20,Rural,Primaire,Extreme_Nord,Autre_Chretien,Tres_pauvre
15.0,0,15,Rural,Primaire,Extreme_Nord,Autre_Chretien,Tres_pauvre
20.0,1,25,Rural,Primaire,Extreme_Nord,Autre_Chretien,Tres_pauvre
15.0,1,20,Rural,Primaire,Extreme_Nord,Catholique,Tres_pauvre
16.0,1,28,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
27.0,1,39,Rural,Primaire,Extreme_Nord,Protestant,Tres_pauvre
15.0,1,25,Rural,Secondaire,Extreme_Nord,Catholique,Tres_pauvre
19.0,1,28,Urbain,Secondaire,Centre,Protestant,Moyen
20.0,1,30,Urbain,Secondaire,Centre,Catholique,Riche
27.0,0,27,Urbain,Superieur,Centre,Protestant,Tres_riche
23.0,1,29,Urbain,Aucun,Centre,Protestant,Moyen
18.0,1,26,Urbain,Primaire,Centre,Protestant,Moyen
18.0,1,19,Urbain,Secondaire,Centre,Protestant,Riche
16.0,1,18,Urbain,Secondaire,Centre,Catholique,Riche
22.0,1,25,Urbain,Secondaire,Centre,Catholique,Riche
24.0,0,24,Urbain,Superieur,Centre,Protestant,Tres_riche
22.0,1,25,Urbain,Superieur,Centre,Catholique,Riche
17.0,1,17,Urbain,Secondaire,Centre,Musulman,Riche
20.0,1,34,Urbain,Secondaire,Centre,Catholique,Tres_riche
29.0,0,29,Urbain,Superieur,Centre,Catholique,Tres_riche
11.0,1,30,Urbain,Secondaire,Centre,Catholique,Tres_riche
23.0,1,27,Urbain,Superieur,Centre,Protestant,Tres_riche
17.0,1,19,Rural,Aucun,Nord_Ouest,Musulman,Tres_pauvre
17.0,0,17,Rural,Primaire,Nord_Ouest,Musulman,Tres_pauvre
15.0,1,45,Rural,Primaire,Nord_Ouest,Catholique,Tres_pauvre
15.0,1,24,Rural,Primaire,Nord_Ouest,Musulman,Tres_pauvre
11.0,1,25,Rural,Primaire,Nord_Ouest,Catholique,Tres_pauvre
16.0,1,22,Rural,Aucun,Nord_Ouest,Musulman,Pauvre
15.0,1,33,Rural,Primaire,Nord_Ouest,Catholique,Tres_pauvre
21.0,1,44,Rural,Primaire,Nord_Ouest,Protestant,Pauvre
16.0,0,16,Rural,Secondaire,Nord_Ouest,Protestant,Pauvre
33.5,0,48,Rural,Aucun,Nord_Ouest,Catholique,Tres_pauvre
22.0,1,33,Rural,Primaire,Nord_Ouest,Protestant,Tres_pauvre
20.0,1,37,Rural,Primaire,Nord_Ouest,Catholique,Tres_pauvre
16.0,1,32,Rural,Aucun,Nord_Ouest,Musulman,Tres_pauvre
18.0,1,25,Rural,Secondaire,Nord_Ouest,Musulman,Tres_pauvre
21.0,1,41,Rural,Primaire,Nord_Ouest,Catholique,Tres_pauvre
16.0,1,25,Rural,Primaire,Nord_Ouest,Musulman,Tres_pauvre
25.0,1,28,Rural,Secondaire,Nord_Ouest,Protestant,Tres_pauvre
27.0,0,27,Rural,Secondaire,Nord_Ouest,Protestant,Tres_pauvre
21.0,0,21,Rural,Secondaire,Nord_Ouest,Protestant,Tres_pauvre
17.0,1,34,Rural,Aucun,Nord_Ouest,Musulman,Tres_pauvre
15.0,0,15,Rural,Primaire,Nord_Ouest,Musulman,Tres_pauvre
15.0,1,40,Rural,Primaire,Nord_Ouest,Catholique,Pauvre
13.0,1,36,Rural,Primaire,Nord_Ouest,Musulman,Tres_pauvre
18.0,0,18,Rural,Secondaire,Nord_Ouest,Musulman,Tres_pauvre
16.0,1,27,Urbain,Primaire,Extreme_Nord,Catholique,Tres_pauvre
17.0,1,26,Urbain,Primaire,Extreme_Nord,Protestant,Tres_pauvre
16.0,1,48,Urbain,Primaire,Extreme_Nord,Autre_Chretien,Moyen
23.0,1,26,Urbain,Secondaire,Extreme_Nord,Autre_Chretien,Moyen
20.0,0,20,Urbain,Secondaire,Extreme_Nord,Autre_Chretien,Moyen
17.0,1,22,Urbain,Primaire,Extreme_Nord,Catholique,Tres_pauvre
15.0,1,34,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
16.0,0,16,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
19.0,0,19,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
15.0,1,42,Urbain,Primaire,Extreme_Nord,Catholique,Moyen
20.0,1,26,Urbain,Primaire,Extreme_Nord,Catholique,Moyen
19.0,0,19,Urbain,Secondaire,Extreme_Nord,Catholique,Moyen
20.0,1,32,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
20.0,1,27,Urbain,Primaire,Extreme_Nord,Catholique,Tres_pauvre
17.0,1,43,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
16.0,1,36,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
27.0,1,30,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
20.0,0,20,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
15.0,0,15,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
23.0,1,32,Urbain,Aucun,Extreme_Nord,Catholique,Tres_pauvre
20.0,1,48,Urbain,Primaire,Extreme_Nord,Catholique,Tres_pauvre
11.0,1,25,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
23.0,0,23,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
19.0,1,36,Urbain,Aucun,Extreme_Nord,Catholique,Pauvre
15.0,1,35,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
14.0,1,30,Urbain,Primaire,Extreme_Nord,Autre_Chretien,Pauvre
17.0,1,25,Urbain,Primaire,Extreme_Nord,Protestant,Pauvre
20.0,1,23,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
17.0,0,17,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
18.0,1,48,Urbain,Secondaire,Extreme_Nord,Catholique,Moyen
21.0,1,48,Urbain,Primaire,Extreme_Nord,Catholique,Tres_pauvre
16.0,0,16,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
33.5,0,39,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
23.0,1,43,Urbain,Secondaire,Extreme_Nord,Catholique,Tres_pauvre
15.0,1,33,Urbain,Primaire,Extreme_Nord,Catholique,Tres_pauvre
15.0,0,15,Urbain,Secondaire,Extreme_Nord,Catholique,Tres_pauvre
22.0,0,22,Urbain,Primaire,Extreme_Nord,Catholique,Pauvre
18.0,0,18,Urbain,Secondaire,Extreme_Nord,Catholique,Pauvre
33.0,1,34,Urbain,Secondaire,Est,Protestant,Riche
31.0,0,31,Urbain,Secondaire,Est,Protestant,Tres_riche
23.0,1,27,Urbain,Secondaire,Est,Catholique,Riche
22.0,1,27,Urbain,Secondaire,Est,Autre_Chretien,Riche
20.0,1,45,Urbain,Secondaire,Est,Catholique,Tres_riche
29.0,0,29,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
33.5,0,38,Urbain,Secondaire,Est,Protestant,Tres_riche
29.0,0,29,Urbain,Primaire,Est,Protestant,Tres_riche
22.0,0,22,Urbain,Secondaire,Est,Protestant,Tres_riche
23.0,1,27,Urbain,Superieur,Est,Protestant,Tres_riche
13.0,1,47,Urbain,Primaire,Est,Catholique,Tres_riche
20.0,0,20,Urbain,Superieur,Est,Autre_Chretien,Tres_riche
23.0,0,23,Urbain,Secondaire,Est,Catholique,Tres_riche
31.0,1,39,Urbain,Primaire,Est,Protestant,Riche
21.0,1,27,Urbain,Secondaire,Est,Autre_Chretien,Tres_riche
30.0,0,30,Urbain,Secondaire,Est,Protestant,Tres_riche
23.0,1,27,Urbain,Primaire,Est,Catholique,Tres_riche
25.0,1,31,Urbain,Secondaire,Est,Protestant,Tres_riche
29.0,0,29,Urbain,Superieur,Est,Musulman,Tres_riche
26.0,0,26,Urbain,Superieur,Est,Musulman,Tres_riche
27.0,0,27,Urbain,Superieur,Est,Musulman,Tres_riche
33.5,0,39,Urbain,Secondaire,Est,Catholique,Tres_riche
21.0,0,21,Urbain,Secondaire,Est,Catholique,Tres_riche
27.0,1,37,Urbain,Superieur,Est,Protestant,Tres_riche
23.0,0,23,Urbain,Superieur,Sud,Catholique,Riche
26.0,0,26,Urbain,Superieur,Sud,Catholique,Tres_riche
21.0,0,21,Urbain,Superieur,Sud,Catholique,Tres_riche
24.0,1,29,Urbain,Aucun,Sud,Protestant,Moyen
20.0,1,46,Urbain,Aucun,Sud,Catholique,Tres_riche
21.0,0,21,Urbain,Superieur,Sud,Protestant,Tres_riche
27.0,1,33,Urbain,Secondaire,Sud,Catholique,Tres_riche
20.0,1,35,Urbain,Primaire,Sud,Catholique,Tres_riche
23.0,0,23,Urbain,Superieur,Sud,Autre_Chretien,Tres_riche
22.0,0,22,Urbain,Superieur,Sud,Autre_Chretien,Tres_riche
19.0,1,20,Urbain,Superieur,Sud,Protestant,Tres_riche
27.0,1,49,Urbain,Secondaire,Sud,Catholique,Tres_riche
22.0,0,22,Urbain,Superieur,Sud,Catholique,Tres_riche
22.0,1,40,Urbain,Superieur,Sud,Catholique,Tres_riche
25.0,0,25,Urbain,Superieur,Sud,Protestant,Tres_riche
19.0,1,32,Urbain,Secondaire,Sud,Catholique,Tres_riche
20.0,0,20,Urbain,Superieur,Sud,Protestant,Tres_riche
30.0,1,44,Urbain,Secondaire,Sud,Protestant,Moyen
22.0,0,22,Urbain,Superieur,Sud,Catholique,Riche
33.0,1,42,Rural,Secondaire,Centre,Autre_Chretien,Pauvre
19.0,1,25,Rural,Secondaire,Centre,Catholique,Pauvre
18.0,1,33,Rural,Primaire,Centre,Autre_Chretien,Moyen
17.0,1,29,Rural,Primaire,Centre,Autre_Chretien,Moyen
16.0,1,43,Rural,Primaire,Centre,Catholique,Moyen
31.0,1,43,Rural,Secondaire,Centre,Catholique,Riche
19.0,0,19,Rural,Secondaire,Centre,Catholique,Riche
17.0,1,24,Rural,Secondaire,Centre,Catholique,Moyen
23.0,1,44,Rural,Primaire,Centre,Catholique,Moyen
22.0,1,40,Rural,Primaire,Centre,Catholique,Moyen
33.5,0,35,Rural,Primaire,Centre,Catholique,Pauvre
17.0,1,30,Rural,Primaire,Centre,Catholique,Moyen
33.5,0,36,Rural,Secondaire,Centre,Catholique,Moyen
19.0,1,21,Rural,Secondaire,Centre,Catholique,Moyen
33.0,0,33,Rural,Aucun,Centre,Catholique,Moyen
33.5,0,38,Rural,Secondaire,Centre,Catholique,Pauvre
26.0,1,44,Rural,Primaire,Centre,Autre_Chretien,Moyen
22.0,0,22,Rural,Secondaire,Centre,Autre_Chretien,Moyen
16.0,1,21,Rural,Secondaire,Centre,Catholique,Moyen
18.0,1,34,Rural,Secondaire,Centre,Autre_Chretien,Riche
17.0,1,32,Rural,Primaire,Centre,Catholique,Pauvre
25.0,0,25,Rural,Secondaire,Centre,Protestant,Pauvre
19.0,1,39,Rural,Aucun,Centre,Catholique,Pauvre
13.0,1,45,Rural,Aucun,Centre,Catholique,Pauvre
29.0,1,39,Rural,Primaire,Centre,Catholique,Pauvre
24.0,1,43,Urbain,Secondaire,Adamaoua,Protestant,Tres_riche
20.0,0,20,Urbain,Secondaire,Adamaoua,Protestant,Tres_riche
17.0,0,17,Urbain,Secondaire,Adamaoua,Protestant,Tres_riche
17.0,1,46,Urbain,Secondaire,Adamaoua,Musulman,Tres_riche
23.0,1,42,Urbain,Secondaire,Adamaoua,Protestant,Riche
16.0,1,24,Urbain,Aucun,Adamaoua,Musulman,Riche
20.0,1,26,Urbain,Secondaire,Adamaoua,Musulman,Riche
25.0,1,48,Urbain,Secondaire,Adamaoua,Catholique,Tres_riche
16.0,0,16,Urbain,Secondaire,Adamaoua,Catholique,Tres_riche
